heat_no,grade,width_mm,thickness_mm,stage,enter_time,start_time,proc_end_time,exit_time,equipment,reason_code,due_date
H0057,SUS304,1450,251,mold,2026-06-02 02:58:12.186006118,2026-06-02 02:58:12.186006118,2026-06-02 03:20:06.411595063,2026-06-02 03:20:06.411595063,MOLD-1,강종전환셋업,2026-06-02 06:14:34.281189698
H0057,SUS304,1450,251,cooling,2026-06-02 03:20:06.411595063,2026-06-02 03:20:06.411595063,2026-06-02 03:37:31.807421313,2026-06-02 03:37:31.807421313,COOLING-1,,2026-06-02 06:14:34.281189698
H0057,SUS304,1450,251,yard,2026-06-02 03:37:31.807421313,2026-06-02 03:37:31.807421313,2026-06-02 03:43:39.756124231,2026-06-02 03:43:39.756124231,YARD-1,,2026-06-02 06:14:34.281189698
H0058,SUS304,1550,283,ld,2026-06-02 01:58:30.649491135,2026-06-02 01:58:30.649491135,2026-06-02 02:05:41.280384596,2026-06-02 02:05:41.280384596,LD-1,,2026-06-02 09:16:59.490424354
H0058,SUS304,1550,283,lf_wait,2026-06-02 02:05:41.280384596,2026-06-02 02:05:41.280384596,2026-06-02 02:12:55.165491762,2026-06-02 02:12:55.165491762,LF_WAIT-2,,2026-06-02 09:16:59.490424354
H0058,SUS304,1550,283,lf,2026-06-02 02:12:55.165491762,2026-06-02 02:12:55.165491762,2026-06-02 02:34:10.610596866,2026-06-02 02:34:10.610596866,LF-1,,2026-06-02 09:16:59.490424354
H0058,SUS304,1550,283,tundish,2026-06-02 02:34:10.610596866,2026-06-02 02:58:12.186006118,2026-06-02 03:05:03.250207217,2026-06-02 03:20:06.411595063,TUNDISH-1,,2026-06-02 09:16:59.490424354
H0058,SUS304,1550,283,mold,2026-06-02 03:20:06.411595063,2026-06-02 03:20:06.411595063,2026-06-02 03:31:48.418383551,2026-06-02 03:31:48.418383551,MOLD-1,,2026-06-02 09:16:59.490424354
H0058,SUS304,1550,283,cooling,2026-06-02 03:31:48.418383551,2026-06-02 03:31:48.418383551,2026-06-02 03:53:58.370351162,2026-06-02 03:53:58.370351162,COOLING-2,,2026-06-02 09:16:59.490424354
H0058,SUS304,1550,283,yard,2026-06-02 03:53:58.370351162,2026-06-02 03:53:58.370351162,2026-06-02 04:00:12.664926686,2026-06-02 04:00:12.664926686,YARD-1,,2026-06-02 09:16:59.490424354
H0059,SUS304,1450,212,ld,2026-06-02 02:18:58.701352606,2026-06-02 02:18:58.701352606,2026-06-02 02:24:23.437977920,2026-06-02 02:24:23.437977920,LD-1,,2026-06-02 08:33:07.873515125
H0059,SUS304,1450,212,lf_wait,2026-06-02 02:24:23.437977920,2026-06-02 02:24:23.437977920,2026-06-02 02:31:47.191923753,2026-06-02 02:31:47.191923753,LF_WAIT-1,,2026-06-02 08:33:07.873515125
H0059,SUS304,1450,212,lf,2026-06-02 02:31:47.191923753,2026-06-02 02:34:10.610596866,2026-06-02 02:54:18.056327230,2026-06-02 02:54:18.056327230,LF-1,,2026-06-02 08:33:07.873515125
H0059,SUS304,1450,212,tundish,2026-06-02 02:54:18.056327230,2026-06-02 03:20:06.411595063,2026-06-02 03:27:18.211056664,2026-06-02 03:31:48.418383551,TUNDISH-1,,2026-06-02 08:33:07.873515125
H0059,SUS304,1450,212,mold,2026-06-02 03:31:48.418383551,2026-06-02 03:31:48.418383551,2026-06-02 03:44:02.224198010,2026-06-02 03:44:02.224198010,MOLD-1,,2026-06-02 08:33:07.873515125
H0059,SUS304,1450,212,cooling,2026-06-02 03:44:02.224198010,2026-06-02 03:44:02.224198010,2026-06-02 03:59:42.448904558,2026-06-02 03:59:42.448904558,COOLING-4,,2026-06-02 08:33:07.873515125
H0059,SUS304,1450,212,yard,2026-06-02 03:59:42.448904558,2026-06-02 03:59:42.448904558,2026-06-02 04:05:33.441546026,2026-06-02 04:05:33.441546026,YARD-1,,2026-06-02 08:33:07.873515125
H0060,SS400,1050,284,ld,2026-06-02 02:38:55.725455089,2026-06-02 02:38:55.725455089,2026-06-02 02:44:52.141870256,2026-06-02 02:44:52.141870256,LD-1,,2026-06-02 11:43:56.862174803
H0060,SS400,1050,284,lf_wait,2026-06-02 02:44:52.141870256,2026-06-02 02:44:52.141870256,2026-06-02 02:50:14.685355404,2026-06-02 02:50:14.685355404,LF_WAIT-3,,2026-06-02 11:43:56.862174803
H0060,SS400,1050,284,tundish,2026-06-02 02:50:14.685355404,2026-06-02 03:31:48.418383551,2026-06-02 03:37:26.985293134,2026-06-02 03:44:02.224198010,TUNDISH-1,,2026-06-02 11:43:56.862174803
H0060,SS400,1050,284,mold,2026-06-02 03:44:02.224198010,2026-06-02 03:44:02.224198010,2026-06-02 04:07:32.058031580,2026-06-02 04:07:32.058031580,MOLD-1,강종전환셋업,2026-06-02 11:43:56.862174803
H0060,SS400,1050,284,cooling,2026-06-02 04:07:32.058031580,2026-06-02 04:07:32.058031580,2026-06-02 04:27:41.647970858,2026-06-02 04:27:41.647970858,COOLING-3,,2026-06-02 11:43:56.862174803
H0060,SS400,1050,284,yard,2026-06-02 04:27:41.647970858,2026-06-02 04:27:41.647970858,2026-06-02 04:34:15.343238697,2026-06-02 04:34:15.343238697,YARD-1,,2026-06-02 11:43:56.862174803
H0061,SS400,1000,223,ld,2026-06-02 02:59:05.584893291,2026-06-02 02:59:05.584893291,2026-06-02 03:06:24.286296319,2026-06-02 03:06:24.286296319,LD-1,,2026-06-02 11:33:33.630481680
H0061,SS400,1000,223,lf_wait,2026-06-02 03:06:24.286296319,2026-06-02 03:06:24.286296319,2026-06-02 03:11:56.408696701,2026-06-02 03:11:56.408696701,LF_WAIT-2,,2026-06-02 11:33:33.630481680
H0061,SS400,1000,223,tundish,2026-06-02 03:11:56.408696701,2026-06-02 03:44:02.224198010,2026-06-02 03:50:42.881825426,2026-06-02 04:07:32.058031580,TUNDISH-1,,2026-06-02 11:33:33.630481680
H0061,SS400,1000,223,mold,2026-06-02 04:07:32.058031580,2026-06-02 04:07:32.058031580,2026-06-02 04:21:17.457120606,2026-06-02 04:21:17.457120606,MOLD-1,,2026-06-02 11:33:33.630481680
H0061,SS400,1000,223,cooling,2026-06-02 04:21:17.457120606,2026-06-02 04:21:17.457120606,2026-06-02 04:37:15.096439685,2026-06-02 04:37:15.096439685,COOLING-1,,2026-06-02 11:33:33.630481680
H0061,SS400,1000,223,yard,2026-06-02 04:37:15.096439685,2026-06-02 04:37:15.096439685,2026-06-02 04:43:15.268434106,2026-06-02 04:43:15.268434106,YARD-1,,2026-06-02 11:33:33.630481680
H0062,SUS304,1250,292,ld,2026-06-02 03:20:17.851894098,2026-06-02 03:20:17.851894098,2026-06-02 03:26:49.708117295,2026-06-02 03:26:49.708117295,LD-1,,2026-06-02 12:59:12.252251851
H0062,SUS304,1250,292,lf_wait,2026-06-02 03:26:49.708117295,2026-06-02 03:26:49.708117295,2026-06-02 03:32:18.111623385,2026-06-02 03:32:18.111623385,LF_WAIT-1,,2026-06-02 12:59:12.252251851
H0062,SUS304,1250,292,lf,2026-06-02 03:32:18.111623385,2026-06-02 03:32:18.111623385,2026-06-02 03:47:57.609020116,2026-06-02 03:47:57.609020116,LF-1,,2026-06-02 12:59:12.252251851
H0062,SUS304,1250,292,tundish,2026-06-02 03:47:57.609020116,2026-06-02 04:07:32.058031580,2026-06-02 04:13:41.866299883,2026-06-02 04:21:17.457120606,TUNDISH-1,,2026-06-02 12:59:12.252251851
H0062,SUS304,1250,292,mold,2026-06-02 04:21:17.457120606,2026-06-02 04:21:17.457120606,2026-06-02 04:42:53.401156386,2026-06-02 04:42:53.401156386,MOLD-1,강종전환셋업,2026-06-02 12:59:12.252251851
H0062,SUS304,1250,292,cooling,2026-06-02 04:42:53.401156386,2026-06-02 04:42:53.401156386,2026-06-02 05:01:52.734760492,2026-06-02 05:01:52.734760492,COOLING-2,,2026-06-02 12:59:12.252251851
H0062,SUS304,1250,292,yard,2026-06-02 05:01:52.734760492,2026-06-02 05:01:52.734760492,2026-06-02 05:07:14.702887688,2026-06-02 05:07:14.702887688,YARD-1,,2026-06-02 12:59:12.252251851
H0063,SS400,1500,285,ld,2026-06-02 03:41:14.020654044,2026-06-02 03:41:14.020654044,2026-06-02 03:48:41.780828842,2026-06-02 03:48:41.780828842,LD-1,,2026-06-02 09:00:37.218860898
H0063,SS400,1500,285,lf_wait,2026-06-02 03:48:41.780828842,2026-06-02 03:48:41.780828842,2026-06-02 03:54:17.217758748,2026-06-02 03:54:17.217758748,LF_WAIT-3,,2026-06-02 09:00:37.218860898
H0063,SS400,1500,285,tundish,2026-06-02 03:54:17.217758748,2026-06-02 04:21:17.457120606,2026-06-02 04:28:13.955452538,2026-06-02 04:42:53.401156386,TUNDISH-1,,2026-06-02 09:00:37.218860898
H0063,SS400,1500,285,mold,2026-06-02 04:42:53.401156386,2026-06-02 04:42:53.401156386,2026-06-02 05:01:11.956293910,2026-06-02 05:01:11.956293910,MOLD-1,강종전환셋업,2026-06-02 09:00:37.218860898
H0063,SS400,1500,285,cooling,2026-06-02 05:01:11.956293910,2026-06-02 05:01:11.956293910,2026-06-02 05:19:35.999258814,2026-06-02 05:19:35.999258814,COOLING-4,,2026-06-02 09:00:37.218860898
H0063,SS400,1500,285,yard,2026-06-02 05:19:35.999258814,2026-06-02 05:19:35.999258814,2026-06-02 05:25:58.691116906,2026-06-02 05:25:58.691116906,YARD-1,,2026-06-02 09:00:37.218860898
H0064,SS400,1550,245,ld,2026-06-02 04:01:17.298119182,2026-06-02 04:01:17.298119182,2026-06-02 04:30:08.975328039,2026-06-02 04:30:08.975328039,LD-1,온도조정,2026-06-02 13:11:31.408338869
H0064,SS400,1550,245,lf_wait,2026-06-02 04:30:08.975328039,2026-06-02 04:30:08.975328039,2026-06-02 04:36:37.884647185,2026-06-02 04:36:37.884647185,LF_WAIT-2,,2026-06-02 13:11:31.408338869
H0064,SS400,1550,245,tundish,2026-06-02 04:36:37.884647185,2026-06-02 04:42:53.401156386,2026-06-02 04:49:41.569006851,2026-06-02 05:01:11.956293910,TUNDISH-1,,2026-06-02 13:11:31.408338869
H0064,SS400,1550,245,mold,2026-06-02 05:01:11.956293910,2026-06-02 05:01:11.956293910,2026-06-02 05:25:28.389768271,2026-06-02 05:25:28.389768271,MOLD-1,크레인대기,2026-06-02 13:11:31.408338869
H0064,SS400,1550,245,cooling,2026-06-02 05:25:28.389768271,2026-06-02 05:25:28.389768271,2026-06-02 05:46:45.824962717,2026-06-02 05:46:45.824962717,COOLING-3,,2026-06-02 13:11:31.408338869
H0064,SS400,1550,245,yard,2026-06-02 05:46:45.824962717,2026-06-02 05:46:45.824962717,2026-06-02 05:52:04.515665623,2026-06-02 05:52:04.515665623,YARD-1,,2026-06-02 13:11:31.408338869
H0065,SUS304,1500,251,ld,2026-06-02 04:24:05.751010320,2026-06-02 04:24:05.751010320,2026-06-02 04:29:56.430547224,2026-06-02 04:29:56.430547224,LD-1,,2026-06-02 10:46:34.311662481
H0065,SUS304,1500,251,lf_wait,2026-06-02 04:29:56.430547224,2026-06-02 04:29:56.430547224,2026-06-02 04:35:50.392428863,2026-06-02 04:35:50.392428863,LF_WAIT-1,,2026-06-02 10:46:34.311662481
H0065,SUS304,1500,251,lf,2026-06-02 04:35:50.392428863,2026-06-02 04:35:50.392428863,2026-06-02 04:54:48.921207785,2026-06-02 04:54:48.921207785,LF-1,,2026-06-02 10:46:34.311662481
H0065,SUS304,1500,251,tundish,2026-06-02 04:54:48.921207785,2026-06-02 05:01:11.956293910,2026-06-02 05:07:31.389390884,2026-06-02 05:25:28.389768271,TUNDISH-1,,2026-06-02 10:46:34.311662481
H0065,SUS304,1500,251,mold,2026-06-02 05:25:28.389768271,2026-06-02 05:25:28.389768271,2026-06-02 05:47:42.866322769,2026-06-02 05:47:42.866322769,MOLD-1,강종전환셋업,2026-06-02 10:46:34.311662481
H0065,SUS304,1500,251,cooling,2026-06-02 05:47:42.866322769,2026-06-02 05:47:42.866322769,2026-06-02 06:08:52.962309253,2026-06-02 06:08:52.962309253,COOLING-1,,2026-06-02 10:46:34.311662481
H0065,SUS304,1500,251,yard,2026-06-02 06:08:52.962309253,2026-06-02 06:08:52.962309253,2026-06-02 06:14:20.050276684,2026-06-02 06:14:20.050276684,YARD-1,,2026-06-02 10:46:34.311662481
H0066,SS400,1600,297,ld,2026-06-02 04:45:37.322162524,2026-06-02 04:45:37.322162524,2026-06-02 04:52:34.612287375,2026-06-02 04:52:34.612287375,LD-1,,2026-06-02 09:49:23.678547784
H0066,SS400,1600,297,lf_wait,2026-06-02 04:52:34.612287375,2026-06-02 04:52:34.612287375,2026-06-02 04:59:29.252486210,2026-06-02 04:59:29.252486210,LF_WAIT-3,,2026-06-02 09:49:23.678547784
H0066,SS400,1600,297,tundish,2026-06-02 04:59:29.252486210,2026-06-02 05:25:28.389768271,2026-06-02 05:31:39.032125278,2026-06-02 05:47:42.866322769,TUNDISH-1,,2026-06-02 09:49:23.678547784
H0066,SS400,1600,297,mold,2026-06-02 05:47:42.866322769,2026-06-02 05:47:42.866322769,2026-06-02 06:10:26.147351250,2026-06-02 06:10:26.147351250,MOLD-1,강종전환셋업,2026-06-02 09:49:23.678547784
H0066,SS400,1600,297,cooling,2026-06-02 06:10:26.147351250,2026-06-02 06:10:26.147351250,2026-06-02 06:31:57.502001177,2026-06-02 06:31:57.502001177,COOLING-2,,2026-06-02 09:49:23.678547784
H0066,SS400,1600,297,yard,2026-06-02 06:31:57.502001177,2026-06-02 06:31:57.502001177,2026-06-02 06:37:25.239866977,2026-06-02 06:37:25.239866977,YARD-1,,2026-06-02 09:49:23.678547784
H0067,SS400,1250,235,ld,2026-06-02 05:06:21.940741639,2026-06-02 05:06:21.940741639,2026-06-02 05:11:38.624196127,2026-06-02 05:11:38.624196127,LD-1,,2026-06-02 11:13:03.892750232
H0067,SS400,1250,235,lf_wait,2026-06-02 05:11:38.624196127,2026-06-02 05:11:38.624196127,2026-06-02 05:16:50.039639489,2026-06-02 05:16:50.039639489,LF_WAIT-1,,2026-06-02 11:13:03.892750232
H0067,SS400,1250,235,tundish,2026-06-02 05:16:50.039639489,2026-06-02 05:47:42.866322769,2026-06-02 05:53:30.205415463,2026-06-02 06:10:26.147351250,TUNDISH-1,,2026-06-02 11:13:03.892750232
H0067,SS400,1250,235,mold,2026-06-02 06:10:26.147351250,2026-06-02 06:10:26.147351250,2026-06-02 06:28:41.300649582,2026-06-02 06:28:41.300649582,MOLD-1,폭변경셋업,2026-06-02 11:13:03.892750232
H0067,SS400,1250,235,cooling,2026-06-02 06:28:41.300649582,2026-06-02 06:28:41.300649582,2026-06-02 06:46:45.397079465,2026-06-02 06:46:45.397079465,COOLING-4,,2026-06-02 11:13:03.892750232
H0067,SS400,1250,235,yard,2026-06-02 06:46:45.397079465,2026-06-02 06:46:45.397079465,2026-06-02 06:54:08.806412113,2026-06-02 06:54:08.806412113,YARD-1,,2026-06-02 11:13:03.892750232
H0068,SUS304,1600,273,ld,2026-06-02 05:27:36.440989115,2026-06-02 05:27:36.440989115,2026-06-02 05:33:50.931569138,2026-06-02 05:33:50.931569138,LD-1,,2026-06-02 11:23:21.419067332
H0068,SUS304,1600,273,lf_wait,2026-06-02 05:33:50.931569138,2026-06-02 05:33:50.931569138,2026-06-02 05:39:05.841381952,2026-06-02 05:39:05.841381952,LF_WAIT-2,,2026-06-02 11:23:21.419067332
H0068,SUS304,1600,273,lf,2026-06-02 05:39:05.841381952,2026-06-02 05:39:05.841381952,2026-06-02 06:00:52.264174220,2026-06-02 06:00:52.264174220,LF-1,,2026-06-02 11:23:21.419067332
H0068,SUS304,1600,273,tundish,2026-06-02 06:00:52.264174220,2026-06-02 06:10:26.147351250,2026-06-02 06:17:15.008790330,2026-06-02 06:28:41.300649582,TUNDISH-1,,2026-06-02 11:23:21.419067332
H0068,SUS304,1600,273,mold,2026-06-02 06:28:41.300649582,2026-06-02 06:28:41.300649582,2026-06-02 06:47:12.185356571,2026-06-02 06:47:12.185356571,MOLD-1,강종전환셋업,2026-06-02 11:23:21.419067332
H0068,SUS304,1600,273,cooling,2026-06-02 06:47:12.185356571,2026-06-02 06:47:12.185356571,2026-06-02 07:05:40.015570612,2026-06-02 07:05:40.015570612,COOLING-3,,2026-06-02 11:23:21.419067332
H0068,SUS304,1600,273,yard,2026-06-02 07:05:40.015570612,2026-06-02 07:05:40.015570612,2026-06-02 07:11:08.875024561,2026-06-02 07:11:08.875024561,YARD-1,,2026-06-02 11:23:21.419067332
H0069,SUS304,1450,299,ld,2026-06-02 05:47:21.208115241,2026-06-02 05:47:21.208115241,2026-06-02 05:54:20.856793386,2026-06-02 05:54:20.856793386,LD-1,,2026-06-02 13:22:35.542742713
H0069,SUS304,1450,299,lf_wait,2026-06-02 05:54:20.856793386,2026-06-02 05:54:20.856793386,2026-06-02 05:59:36.348100402,2026-06-02 05:59:36.348100402,LF_WAIT-3,,2026-06-02 13:22:35.542742713
H0069,SUS304,1450,299,lf,2026-06-02 05:59:36.348100402,2026-06-02 06:00:52.264174220,2026-06-02 06:21:03.324051190,2026-06-02 06:21:03.324051190,LF-1,,2026-06-02 13:22:35.542742713
H0069,SUS304,1450,299,tundish,2026-06-02 06:21:03.324051190,2026-06-02 06:28:41.300649582,2026-06-02 06:35:31.518295902,2026-06-02 06:47:12.185356571,TUNDISH-1,,2026-06-02 13:22:35.542742713
H0069,SUS304,1450,299,mold,2026-06-02 06:47:12.185356571,2026-06-02 06:47:12.185356571,2026-06-02 07:01:45.212053354,2026-06-02 07:01:45.212053354,MOLD-1,,2026-06-02 13:22:35.542742713
H0069,SUS304,1450,299,cooling,2026-06-02 07:01:45.212053354,2026-06-02 07:01:45.212053354,2026-06-02 07:19:27.224452932,2026-06-02 07:19:27.224452932,COOLING-1,,2026-06-02 13:22:35.542742713
H0069,SUS304,1450,299,yard,2026-06-02 07:19:27.224452932,2026-06-02 07:19:27.224452932,2026-06-02 07:24:53.590139736,2026-06-02 07:24:53.590139736,YARD-1,,2026-06-02 13:22:35.542742713
H0070,API5L,1550,284,ld,2026-06-02 06:08:34.069916240,2026-06-02 06:08:34.069916240,2026-06-02 06:15:55.142232977,2026-06-02 06:15:55.142232977,LD-1,,2026-06-02 13:42:46.960444314
H0070,API5L,1550,284,lf_wait,2026-06-02 06:15:55.142232977,2026-06-02 06:15:55.142232977,2026-06-02 06:21:55.384053049,2026-06-02 06:21:55.384053049,LF_WAIT-1,,2026-06-02 13:42:46.960444314
H0070,API5L,1550,284,rh,2026-06-02 06:21:55.384053049,2026-06-02 06:21:55.384053049,2026-06-02 06:50:07.778488526,2026-06-02 06:50:07.778488526,RH-1,,2026-06-02 13:42:46.960444314
H0070,API5L,1550,284,tundish,2026-06-02 06:50:07.778488526,2026-06-02 06:50:07.778488526,2026-06-02 06:57:13.148580622,2026-06-02 07:01:45.212053354,TUNDISH-1,,2026-06-02 13:42:46.960444314
H0070,API5L,1550,284,mold,2026-06-02 07:01:45.212053354,2026-06-02 07:01:45.212053354,2026-06-02 07:24:24.113014458,2026-06-02 07:24:24.113014458,MOLD-1,강종전환셋업,2026-06-02 13:42:46.960444314
H0070,API5L,1550,284,cooling,2026-06-02 07:24:24.113014458,2026-06-02 07:24:24.113014458,2026-06-02 07:42:45.024564709,2026-06-02 07:42:45.024564709,COOLING-2,,2026-06-02 13:42:46.960444314
H0070,API5L,1550,284,yard,2026-06-02 07:42:45.024564709,2026-06-02 07:42:45.024564709,2026-06-02 07:48:43.238629042,2026-06-02 07:48:43.238629042,YARD-1,,2026-06-02 13:42:46.960444314
H0071,SUS304,1600,262,ld,2026-06-02 06:28:46.081256079,2026-06-02 06:28:46.081256079,2026-06-02 06:34:14.393360982,2026-06-02 06:34:14.393360982,LD-1,,2026-06-02 16:28:45.576271904
H0071,SUS304,1600,262,lf_wait,2026-06-02 06:34:14.393360982,2026-06-02 06:34:14.393360982,2026-06-02 06:41:13.882665990,2026-06-02 06:41:13.882665990,LF_WAIT-2,,2026-06-02 16:28:45.576271904
H0071,SUS304,1600,262,lf,2026-06-02 06:41:13.882665990,2026-06-02 06:41:13.882665990,2026-06-02 07:00:25.063633624,2026-06-02 07:00:25.063633624,LF-1,,2026-06-02 16:28:45.576271904
H0071,SUS304,1600,262,tundish,2026-06-02 07:00:25.063633624,2026-06-02 07:01:45.212053354,2026-06-02 07:08:07.032608008,2026-06-02 07:24:24.113014458,TUNDISH-1,,2026-06-02 16:28:45.576271904
H0071,SUS304,1600,262,mold,2026-06-02 07:24:24.113014458,2026-06-02 07:24:24.113014458,2026-06-02 07:48:31.005460527,2026-06-02 07:48:31.005460527,MOLD-1,강종전환셋업,2026-06-02 16:28:45.576271904
H0071,SUS304,1600,262,cooling,2026-06-02 07:48:31.005460527,2026-06-02 07:48:31.005460527,2026-06-02 08:04:55.642653417,2026-06-02 08:04:55.642653417,COOLING-4,,2026-06-02 16:28:45.576271904
H0071,SUS304,1600,262,yard,2026-06-02 08:04:55.642653417,2026-06-02 08:04:55.642653417,2026-06-02 08:11:41.412425701,2026-06-02 08:11:41.412425701,YARD-1,,2026-06-02 16:28:45.576271904
H0072,API5L,1550,256,ld,2026-06-02 06:49:10.486182709,2026-06-02 06:49:10.486182709,2026-06-02 06:56:00.106519734,2026-06-02 06:56:00.106519734,LD-1,,2026-06-02 13:00:19.353527933
H0072,API5L,1550,256,lf_wait,2026-06-02 06:56:00.106519734,2026-06-02 06:56:00.106519734,2026-06-02 07:02:34.032260520,2026-06-02 07:02:34.032260520,LF_WAIT-3,,2026-06-02 13:00:19.353527933
H0072,API5L,1550,256,rh,2026-06-02 07:02:34.032260520,2026-06-02 07:02:34.032260520,2026-06-02 07:30:29.501267554,2026-06-02 07:30:29.501267554,RH-1,,2026-06-02 13:00:19.353527933
H0072,API5L,1550,256,tundish,2026-06-02 07:30:29.501267554,2026-06-02 07:30:29.501267554,2026-06-02 07:36:09.941531157,2026-06-02 07:48:31.005460527,TUNDISH-1,,2026-06-02 13:00:19.353527933
H0072,API5L,1550,256,mold,2026-06-02 07:48:31.005460527,2026-06-02 07:48:31.005460527,2026-06-02 08:13:54.334851259,2026-06-02 08:13:54.334851259,MOLD-1,강종전환셋업,2026-06-02 13:00:19.353527933
H0072,API5L,1550,256,cooling,2026-06-02 08:13:54.334851259,2026-06-02 08:13:54.334851259,2026-06-02 08:34:05.363399687,2026-06-02 08:34:05.363399687,COOLING-3,,2026-06-02 13:00:19.353527933
H0072,API5L,1550,256,yard,2026-06-02 08:34:05.363399687,2026-06-02 08:34:05.363399687,2026-06-02 08:40:14.809425792,2026-06-02 08:40:14.809425792,YARD-1,,2026-06-02 13:00:19.353527933
H0073,API5L,1500,267,ld,2026-06-02 07:11:40.478598415,2026-06-02 07:11:40.478598415,2026-06-02 07:17:15.235071743,2026-06-02 07:17:15.235071743,LD-1,,2026-06-02 12:10:00.935140525
H0073,API5L,1500,267,lf_wait,2026-06-02 07:17:15.235071743,2026-06-02 07:17:15.235071743,2026-06-02 07:24:26.947348231,2026-06-02 07:24:26.947348231,LF_WAIT-1,,2026-06-02 12:10:00.935140525
H0073,API5L,1500,267,rh,2026-06-02 07:24:26.947348231,2026-06-02 07:30:29.501267554,2026-06-02 07:55:30.321485100,2026-06-02 07:55:30.321485100,RH-1,,2026-06-02 12:10:00.935140525
H0073,API5L,1500,267,tundish,2026-06-02 07:55:30.321485100,2026-06-02 07:55:30.321485100,2026-06-02 08:02:50.859756875,2026-06-02 08:13:54.334851259,TUNDISH-1,,2026-06-02 12:10:00.935140525
H0073,API5L,1500,267,mold,2026-06-02 08:13:54.334851259,2026-06-02 08:13:54.334851259,2026-06-02 08:26:34.916754874,2026-06-02 08:26:34.916754874,MOLD-1,,2026-06-02 12:10:00.935140525
H0073,API5L,1500,267,cooling,2026-06-02 08:26:34.916754874,2026-06-02 08:26:34.916754874,2026-06-02 08:42:29.150809034,2026-06-02 08:42:29.150809034,COOLING-1,,2026-06-02 12:10:00.935140525
H0073,API5L,1500,267,yard,2026-06-02 08:42:29.150809034,2026-06-02 08:42:29.150809034,2026-06-02 08:48:39.852776767,2026-06-02 08:48:39.852776767,YARD-1,,2026-06-02 12:10:00.935140525
H0074,API5L,1000,228,ld,2026-06-02 07:34:16.008781405,2026-06-02 07:34:16.008781405,2026-06-02 07:41:35.996738911,2026-06-02 07:41:35.996738911,LD-1,,2026-06-02 16:52:44.011893713
H0074,API5L,1000,228,lf_wait,2026-06-02 07:41:35.996738911,2026-06-02 07:41:35.996738911,2026-06-02 07:47:39.086109938,2026-06-02 07:47:39.086109938,LF_WAIT-2,,2026-06-02 16:52:44.011893713
H0074,API5L,1000,228,rh,2026-06-02 07:47:39.086109938,2026-06-02 07:55:30.321485100,2026-06-02 08:19:36.753169093,2026-06-02 08:19:36.753169093,RH-1,,2026-06-02 16:52:44.011893713
H0074,API5L,1000,228,tundish,2026-06-02 08:19:36.753169093,2026-06-02 08:19:36.753169093,2026-06-02 08:25:15.086750332,2026-06-02 08:26:34.916754874,TUNDISH-1,,2026-06-02 16:52:44.011893713
H0074,API5L,1000,228,mold,2026-06-02 08:26:34.916754874,2026-06-02 08:26:34.916754874,2026-06-02 08:43:06.981720104,2026-06-02 08:43:06.981720104,MOLD-1,폭변경셋업,2026-06-02 16:52:44.011893713
H0074,API5L,1000,228,cooling,2026-06-02 08:43:06.981720104,2026-06-02 08:43:06.981720104,2026-06-02 09:23:03.819115696,2026-06-02 09:23:03.819115696,COOLING-2,크레인대기,2026-06-02 16:52:44.011893713
H0074,API5L,1000,228,yard,2026-06-02 09:23:03.819115696,2026-06-02 09:23:03.819115696,2026-06-02 09:29:50.053482050,2026-06-02 09:29:50.053482050,YARD-1,,2026-06-02 16:52:44.011893713
H0075,SS400,1450,278,ld,2026-06-02 07:52:01.260287593,2026-06-02 07:52:01.260287593,2026-06-02 07:57:44.113333287,2026-06-02 07:57:44.113333287,LD-1,,2026-06-02 12:20:32.536947040
H0075,SS400,1450,278,lf_wait,2026-06-02 07:57:44.113333287,2026-06-02 07:57:44.113333287,2026-06-02 08:04:09.141144630,2026-06-02 08:04:09.141144630,LF_WAIT-3,,2026-06-02 12:20:32.536947040
H0075,SS400,1450,278,tundish,2026-06-02 08:04:09.141144630,2026-06-02 08:26:34.916754874,2026-06-02 08:32:56.915851721,2026-06-02 08:43:06.981720104,TUNDISH-1,,2026-06-02 12:20:32.536947040
H0075,SS400,1450,278,mold,2026-06-02 08:43:06.981720104,2026-06-02 08:43:06.981720104,2026-06-02 09:17:38.591459258,2026-06-02 09:17:38.591459258,MOLD-1,강종전환셋업,2026-06-02 12:20:32.536947040
H0075,SS400,1450,278,cooling,2026-06-02 09:17:38.591459258,2026-06-02 09:17:38.591459258,2026-06-02 09:38:39.555874190,2026-06-02 09:38:39.555874190,COOLING-4,,2026-06-02 12:20:32.536947040
H0075,SS400,1450,278,yard,2026-06-02 09:38:39.555874190,2026-06-02 09:38:39.555874190,2026-06-02 09:44:01.519411111,2026-06-02 09:44:01.519411111,YARD-1,,2026-06-02 12:20:32.536947040
H0076,SS400,1000,280,ld,2026-06-02 08:15:03.690175250,2026-06-02 08:15:03.690175250,2026-06-02 08:20:30.365240245,2026-06-02 08:20:30.365240245,LD-1,,2026-06-02 13:42:09.553878743
H0076,SS400,1000,280,lf_wait,2026-06-02 08:20:30.365240245,2026-06-02 08:20:30.365240245,2026-06-02 08:27:04.897820164,2026-06-02 08:27:04.897820164,LF_WAIT-1,,2026-06-02 13:42:09.553878743
H0076,SS400,1000,280,tundish,2026-06-02 08:27:04.897820164,2026-06-02 08:43:06.981720104,2026-06-02 08:49:12.967453814,2026-06-02 09:17:38.591459258,TUNDISH-1,,2026-06-02 13:42:09.553878743
